"","V161086","V161087","V161092","V161093","V161095","V161096","V161158x","V161267","V161270","V161310b","V161310c","V161310d","V161310e","V161310f","V161342","V161361x","V162031x","V162034a","V162078","V162079","V162171","V162239","V162240","V162241","V162242","V162333","V162334","V162335","V162336","V162337","V162338","V162339","V162340","V162341","V162342"
"783",85,0,100,85,70,30,1,71,14,0,0,0,0,0,1,25,1,1,70,30,2,2,1,2,1,6,4,6,4,6,6,6,2,6,2
"784",60,30,85,40,60,50,3,67,13,0,0,0,0,1,2,18,1,1,85,40,4,2,1,2,1,7,4,7,1,6,2,6,1,7,2
"785",70,0,85,85,60,15,2,-9,14,0,0,0,0,0,1,-9,1,1,70,0,3,-9,1,2,1,2,2,6,2,6,6,5,1,6,1
"786",15,40,40,15,30,30,5,26,9,0,0,0,0,0,1,1,1,2,40,50,4,1,1,2,2,1,4,6,6,5,5,4,5,4,1
"787",30,15,60,40,40,40,6,25,13,0,0,0,0,0,2,15,1,3,30,30,4,1,2,2,1,5,5,6,3,5,6,7,3,4,2
"788",0,85,0,0,0,60,5,61,9,0,0,0,0,0,1,9,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"789",40,30,40,60,40,40,5,31,15,0,0,1,0,1,2,28,1,3,40,40,5,2,2,2,1,6,3,7,5,6,3,6,1,5,5
"790",70,0,100,60,60,15,1,27,10,0,0,0,0,0,2,19,1,1,100,0,1,1,1,2,1,5,1,7,5,7,6,7,2,6,1
"791",100,0,100,100,85,60,4,38,10,1,0,0,0,0,2,1,1,1,85,60,5,3,2,1,3,7,7,7,5,7,6,7,1,7,7
"792",100,0,100,85,100,15,1,39,13,0,0,0,0,0,2,21,1,1,100,0,1,1,2,2,1,7,1,7,5,6,1,7,1,7,2
"793",0,70,0,40,40,90,7,74,10,0,0,0,0,0,2,7,1,2,0,85,6,2,3,3,3,6,5,6,4,5,3,5,3,5,4
"794",100,0,100,70,85,0,1,63,10,0,0,0,0,0,2,21,1,1,100,0,99,2,2,1,1,5,5,7,5,5,5,6,3,5,5
"795",30,60,30,60,40,70,6,18,8,0,0,0,0,0,2,22,1,2,30,70,5,2,2,1,2,3,5,5,6,5,7,7,2,5,3
"796",70,70,55,70,60,70,3,65,11,0,0,0,0,0,1,18,1,2,40,70,4,2,2,1,1,4,4,6,5,6,5,6,4,6,5
"797",0,60,0,0,50,0,5,85,14,0,1,0,0,0,1,25,1,-1,0,0,6,1,1,2,1,7,1,7,1,7,7,7,1,7,1
"798",60,15,70,60,50,50,4,53,12,0,0,0,0,0,2,-9,-1,-1,60,40,4,2,2,2,1,6,2,7,5,6,2,7,1,5,2
"799",0,100,0,0,15,85,7,66,10,0,0,0,0,0,1,21,1,2,0,100,5,2,2,1,1,4,4,5,4,5,5,5,5,5,4
"800",100,0,100,100,100,60,1,89,3,1,0,0,0,0,2,2,1,1,100,15,99,2,2,1,2,7,1,7,1,6,7,7,1,7,2
"801",0,85,0,40,15,70,7,55,14,0,0,0,0,0,2,19,1,2,0,100,6,2,2,1,1,7,1,7,2,7,2,7,1,7,1
"802",60,0,85,60,70,15,3,47,14,1,0,0,0,0,2,27,1,1,85,0,2,2,1,2,1,3,1,6,2,6,6,7,2,6,2
"803",85,40,100,85,15,15,2,66,9,1,0,0,0,0,1,5,0,-1,80,50,5,1,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"804",50,60,50,60,70,50,2,66,8,0,0,0,0,0,1,14,1,2,50,50,4,2,2,1,1,6,3,6,5,4,5,6,4,5,4
"805",15,50,15,15,50,15,4,51,10,0,0,0,0,0,2,20,1,2,0,50,99,2,2,1,2,4,4,4,4,4,4,4,4,4,4
"806",0,60,0,0,50,50,4,37,11,0,0,0,0,0,2,5,1,2,40,60,4,2,2,1,1,6,4,7,4,4,2,7,2,6,3
"807",40,50,60,30,40,60,7,83,14,0,0,0,0,0,2,13,1,2,40,60,5,2,2,1,2,7,1,7,4,7,6,7,6,7,4
"808",0,60,85,15,50,60,5,23,9,0,0,0,0,0,1,10,1,3,0,40,5,1,1,2,1,6,5,6,5,6,4,5,3,3,1
"809",0,85,0,0,0,100,7,22,11,0,0,0,0,0,2,11,1,2,0,100,6,2,2,1,3,5,1,7,4,6,1,7,2,7,2
"810",40,60,50,50,40,70,7,42,12,0,0,0,0,0,2,17,1,2,40,60,6,2,1,2,1,2,1,6,6,3,7,7,1,6,2
"811",100,0,100,70,100,0,1,27,14,1,0,0,0,0,2,15,1,1,85,0,4,1,2,1,1,7,2,7,5,6,5,7,2,6,3
"812",100,0,100,100,100,50,1,79,10,0,0,0,0,0,2,8,1,1,100,0,2,2,1,1,1,5,2,7,3,6,2,7,1,7,2
"813",85,0,100,60,85,15,1,30,14,0,0,0,0,0,2,15,1,1,100,0,1,2,1,2,1,5,3,7,5,7,5,7,1,7,3
"814",70,40,60,50,70,30,2,55,9,0,0,0,0,0,1,12,-1,-1,85,15,4,2,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"815",100,0,80,0,80,80,1,22,9,1,0,0,0,0,2,4,1,1,50,30,6,2,2,1,2,4,1,7,1,7,4,6,1,2,4
"816",100,0,100,100,100,0,1,66,95,1,0,0,0,0,2,1,1,1,100,0,6,2,2,1,1,4,1,7,1,5,7,7,4,7,7
"817",15,100,40,30,15,30,5,46,9,0,0,0,0,0,1,24,1,2,30,100,5,1,1,2,1,2,2,6,5,6,6,5,3,3,4
"818",0,30,50,50,50,50,5,36,9,0,1,0,0,0,1,12,0,-1,15,30,4,2,2,1,2,5,4,4,5,3,4,4,4,7,3
"819",0,0,85,0,0,0,3,29,10,0,0,0,0,0,1,11,1,-1,0,0,2,2,1,1,1,7,5,7,4,7,1,6,5,4,1
"820",30,70,40,30,30,70,7,35,14,0,0,0,0,0,1,15,1,2,30,70,5,2,2,2,1,5,3,7,3,5,6,6,1,5,3
"821",70,0,85,85,70,30,2,23,10,1,0,0,0,0,2,28,1,1,70,15,2,2,2,1,1,3,6,7,6,3,7,3,1,5,5
"822",40,40,50,60,15,60,7,26,9,0,0,0,0,0,2,4,1,2,15,70,6,2,1,2,1,4,3,6,7,3,5,3,3,2,5
"823",80,15,90,70,50,50,3,51,14,0,0,0,0,0,2,23,1,1,50,40,4,1,1,1,1,6,1,6,5,6,5,7,1,7,3
"824",15,85,0,15,40,85,6,75,9,0,0,0,0,0,1,25,1,2,0,100,4,2,2,2,1,4,5,6,5,6,2,3,6,5,5
"825",20,20,15,30,50,100,7,56,13,0,0,0,0,0,2,1,1,2,15,70,5,3,3,2,3,4,1,7,5,4,6,7,4,6,5
"826",85,0,100,70,70,50,1,67,10,0,0,0,0,0,2,17,1,1,85,30,2,2,1,2,1,6,4,6,5,4,4,4,4,6,2
"827",50,70,70,50,-89,-89,-8,37,6,0,0,0,0,0,2,-9,-1,-1,50,40,4,2,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"828",15,85,40,60,40,60,6,49,9,0,0,0,0,0,1,15,1,2,15,85,4,2,2,2,2,5,5,7,5,5,2,3,1,5,3
"829",0,85,0,0,0,60,7,61,9,0,0,0,0,0,2,-9,1,-1,0,85,7,2,2,1,2,4,4,7,4,7,4,6,4,6,4
"830",70,0,85,60,70,15,1,75,12,0,0,0,0,0,-9,11,1,1,70,40,2,1,1,2,1,7,5,7,1,7,1,7,1,7,1
"831",-99,-99,-99,-99,-99,-99,-9,82,14,0,0,0,0,0,2,1,1,-1,85,0,3,2,3,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"832",0,100,0,0,50,50,7,25,10,0,0,0,0,0,1,11,1,2,0,85,99,2,2,1,2,5,6,6,5,6,5,5,5,6,5
"833",80,20,30,10,40,70,1,40,5,0,0,0,0,0,2,19,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"834",60,0,70,85,60,40,1,45,14,0,0,0,0,0,2,22,1,1,85,15,4,2,2,2,1,6,2,6,5,7,3,6,1,6,1
"835",70,30,70,60,50,40,6,74,12,0,0,0,0,0,1,13,1,1,70,40,4,2,1,1,1,5,3,6,5,5,4,6,2,5,3
"836",0,0,60,85,30,30,4,38,10,0,0,0,0,0,2,23,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"837",0,85,0,0,15,60,7,61,10,0,0,0,0,0,2,28,1,-1,0,100,7,2,2,1,3,6,5,7,6,4,1,7,5,6,4
"838",20,10,40,35,25,35,6,31,13,0,0,0,0,0,1,19,1,3,30,15,5,1,1,2,1,3,5,3,5,6,7,4,5,5,3
"839",15,70,60,30,50,50,3,37,8,0,0,0,0,0,1,24,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"840",40,60,40,0,-88,-88,6,62,9,0,0,0,0,0,2,1,1,2,30,85,6,2,2,1,2,4,5,6,6,2,2,5,2,6,4
"841",40,70,40,30,15,60,6,82,8,0,0,0,0,0,2,13,1,2,40,70,6,2,3,3,3,4,2,6,2,4,3,6,2,5,5
"842",70,30,85,60,85,30,1,20,10,0,0,0,0,0,1,28,0,-1,70,15,2,2,1,2,1,6,2,5,2,7,5,6,3,7,1
"843",60,70,60,60,60,70,4,61,14,0,0,0,0,0,2,18,1,2,30,60,4,3,3,3,1,5,3,6,3,5,4,5,3,5,5
"844",50,50,50,70,40,60,6,56,11,0,0,0,0,0,1,-9,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"845",70,40,85,70,60,30,2,47,14,0,0,1,0,0,1,25,1,1,60,5,3,2,2,2,1,6,2,7,2,7,6,6,1,7,2
"846",30,70,30,60,60,40,3,54,6,0,0,0,0,0,1,1,0,-1,0,60,4,2,2,1,1,5,4,5,6,5,5,5,5,5,5
"847",0,30,40,15,30,60,4,70,12,0,0,0,0,0,2,27,1,2,0,60,5,2,3,2,3,2,1,7,1,7,7,7,2,7,1
"848",15,70,40,100,60,60,3,28,11,0,0,0,0,0,2,6,0,-1,40,85,4,2,2,1,1,5,2,7,2,5,2,5,3,6,2
"849",100,0,95,90,90,15,1,49,9,0,0,0,0,0,2,9,1,1,90,30,99,2,2,1,2,4,4,6,4,4,4,6,6,6,4
"850",8,10,5,5,3,10,5,45,9,0,0,0,0,0,2,15,1,2,8,10,4,3,2,2,2,7,1,7,1,6,5,6,1,7,1
"851",100,0,100,70,70,0,1,60,10,0,0,0,0,0,1,23,1,1,85,40,4,2,1,1,2,6,3,7,3,5,5,6,4,6,5
"852",30,60,30,15,40,50,5,74,13,0,0,0,0,0,1,6,1,2,15,60,5,2,2,1,1,4,3,6,4,5,5,4,2,5,3
"853",50,0,70,70,40,15,3,33,15,0,0,0,0,0,1,21,1,1,60,0,2,2,1,2,1,7,5,7,1,7,1,5,4,6,1
"854",50,30,50,60,50,50,4,52,9,0,0,0,0,0,1,9,1,3,70,50,99,2,2,1,1,4,4,5,4,4,5,4,4,4,3
"855",100,9,0,100,0,100,3,31,9,0,0,0,0,0,1,13,-1,-1,100,3,99,2,2,1,2,1,1,3,6,2,3,2,2,6,7
"856",0,100,50,0,-89,-89,4,70,5,0,0,0,0,0,2,6,-1,-1,50,85,99,2,2,1,2,4,4,4,4,4,4,4,4,7,4
"857",50,70,50,60,50,50,5,26,11,0,0,0,0,0,2,16,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"858",15,15,60,50,50,50,5,57,10,0,0,0,0,0,1,11,1,2,40,50,99,2,2,2,2,5,4,5,3,5,4,5,3,5,3
"859",0,85,0,0,0,60,6,60,13,0,0,0,0,0,2,14,1,2,0,70,6,2,2,2,1,6,5,7,4,6,4,6,4,6,4
"860",0,40,60,0,0,0,5,25,9,0,0,0,0,0,1,13,0,-1,0,60,6,2,2,1,2,7,4,7,5,3,5,7,4,5,5
"861",0,0,0,0,0,30,7,74,9,0,0,0,0,0,1,12,1,2,0,30,6,2,2,3,2,1,4,6,6,4,7,6,1,6,5
"862",0,15,0,50,30,40,5,42,10,0,0,0,0,0,2,23,-1,-1,15,15,4,2,2,1,1,2,2,7,6,4,5,7,2,5,4
"863",40,50,50,60,60,60,6,46,13,0,0,0,0,0,1,22,1,2,15,60,5,2,2,2,1,2,4,6,5,4,6,5,2,5,4
"864",100,0,100,100,85,15,1,50,14,1,0,0,0,0,2,14,1,1,100,0,4,2,2,1,1,6,4,7,1,6,7,7,1,7,1
"865",15,70,15,15,30,60,5,59,10,0,0,0,0,0,1,14,1,2,0,70,5,2,2,1,2,5,1,6,2,5,5,6,1,6,2
"866",15,50,15,15,15,40,5,56,10,0,0,0,0,0,1,17,0,-1,0,60,6,2,2,2,1,4,3,5,5,5,5,5,3,5,4
"867",0,50,0,0,30,30,4,61,8,0,0,0,0,0,1,22,1,2,0,60,99,2,3,1,3,6,2,5,1,6,1,6,5,6,3
"868",85,0,100,100,70,30,2,34,10,0,0,0,0,0,2,13,1,1,85,0,3,2,2,1,1,1,3,7,6,7,6,7,2,7,2
"869",40,40,60,30,-88,-88,4,55,9,0,0,0,0,1,1,1,-1,-1,50,60,4,2,2,1,2,6,1,7,2,6,6,6,1,6,3
"870",60,0,85,60,85,0,3,37,9,0,0,0,0,1,1,15,1,1,70,0,99,2,3,3,3,6,4,6,5,6,5,6,3,5,2
"871",0,40,15,15,50,60,6,20,9,0,0,0,0,0,2,17,1,-1,15,60,5,2,2,1,1,2,3,7,4,6,7,6,2,5,3
"872",80,50,85,75,90,90,1,62,10,1,0,0,0,0,1,17,1,1,0,100,99,2,1,1,2,7,7,6,6,7,7,7,7,6,6
"873",0,30,60,50,30,15,5,26,13,0,0,0,0,0,1,18,1,2,15,60,5,2,3,2,2,3,5,7,6,6,7,7,2,3,2
"874",60,0,60,85,50,50,2,45,12,0,0,0,0,0,2,20,0,-1,60,0,99,1,2,2,1,6,2,7,6,5,4,7,1,4,1
"875",30,60,40,15,50,85,7,50,9,0,0,0,0,0,1,27,1,2,50,70,6,2,2,1,2,6,6,5,5,3,2,5,2,5,4
"876",40,40,40,50,50,50,3,21,9,0,0,0,0,0,2,12,-1,-1,50,60,99,2,2,2,1,6,5,5,4,5,4,5,3,5,4
"877",60,70,85,85,60,85,6,52,9,0,0,0,0,1,1,13,1,-9,70,80,6,2,2,1,2,5,1,2,5,3,5,1,5,5,6
"878",15,50,15,0,30,100,7,72,9,0,0,0,0,0,2,12,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"879",30,0,60,60,-88,-88,3,35,13,0,1,0,0,0,1,22,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"880",60,50,60,60,50,50,3,56,15,0,1,0,1,0,1,28,1,1,70,40,1,1,3,2,2,6,6,4,4,7,2,2,2,7,7
"881",85,0,85,70,60,15,1,63,9,0,0,0,0,0,1,5,1,1,85,40,4,2,2,1,1,7,1,7,4,6,6,6,2,7,2
"882",85,0,100,60,85,0,1,85,10,0,0,0,0,0,2,9,0,-1,60,0,1,2,1,2,1,6,3,7,1,7,2,7,1,7,1
"883",70,0,85,60,100,0,2,33,11,0,0,0,0,0,2,7,0,-1,60,15,1,1,2,2,1,2,3,6,5,7,6,7,2,6,1
"884",0,100,0,0,30,100,7,26,10,0,0,0,0,0,1,18,1,2,0,100,6,2,2,1,2,3,5,4,4,4,4,4,4,4,4
"885",85,0,-88,50,85,0,2,80,9,0,0,0,0,0,2,1,-1,-1,70,40,99,3,2,1,2,4,1,7,1,6,6,6,1,7,6
"886",0,50,0,0,0,50,6,56,9,0,0,0,0,0,1,1,0,-1,0,70,4,2,2,1,2,5,-9,-9,4,4,4,4,3,4,-9
"887",15,70,30,30,30,70,7,68,15,0,0,0,0,0,1,20,1,2,15,60,6,2,2,2,1,3,3,5,3,4,6,5,3,6,5
"888",15,15,15,15,15,60,7,46,13,0,0,0,0,0,2,18,1,2,0,30,7,2,2,1,1,2,5,6,2,4,7,5,3,6,4
"889",100,0,50,70,85,50,4,42,9,0,0,0,0,1,2,17,1,1,60,20,99,2,2,2,2,6,6,6,6,6,6,6,5,6,6
"890",85,0,85,85,100,0,1,51,11,0,0,0,0,0,1,12,1,1,85,0,2,2,1,2,1,5,4,5,5,3,5,5,2,5,5
"891",0,85,0,0,0,100,7,20,9,0,0,0,0,0,1,17,1,2,0,100,7,2,2,1,1,7,1,7,1,7,2,7,1,7,1
"892",40,60,30,60,40,60,5,36,13,0,0,0,0,0,1,17,1,2,40,60,5,2,1,1,1,3,4,5,3,5,5,4,4,6,5
"893",40,100,0,60,60,75,5,28,9,0,0,0,0,0,2,3,-1,-1,0,100,4,2,2,1,1,5,4,6,4,4,5,5,2,5,3
"894",0,70,0,50,50,50,5,47,11,0,0,0,0,0,2,11,-1,-1,50,85,99,1,3,3,3,4,4,6,4,4,4,6,4,6,4
"895",60,0,85,70,40,30,3,47,16,0,0,0,0,0,1,28,1,1,60,15,3,1,1,2,1,5,1,7,1,7,5,7,1,7,2
"896",0,70,0,15,70,50,5,37,12,0,0,0,0,0,1,26,-1,-1,0,85,4,2,2,1,2,7,3,6,1,6,1,1,4,4,2
"897",60,70,60,60,50,50,6,51,13,0,0,0,0,0,1,7,1,2,60,60,5,2,2,2,3,5,2,6,2,5,4,4,4,5,4
"898",85,10,90,75,70,30,1,68,16,0,0,0,0,0,2,20,1,1,85,0,2,1,1,2,1,5,1,7,5,7,3,7,1,6,1
"899",15,70,0,15,50,70,7,37,10,0,0,0,0,0,2,12,1,2,15,85,6,2,2,1,1,5,2,7,3,4,2,5,2,3,3
"900",100,0,100,100,100,0,1,53,6,1,0,0,0,0,2,1,1,1,100,0,99,2,2,1,2,5,6,7,7,7,7,7,7,7,7
"901",70,0,80,60,60,40,2,32,13,0,0,0,0,0,2,19,1,1,70,0,2,1,1,2,1,3,4,6,5,6,3,6,2,4,1
"902",50,0,50,50,0,50,3,53,8,1,0,0,0,0,1,5,0,-1,0,0,99,2,2,1,2,1,2,2,2,2,1,1,6,6,6
"903",85,15,85,70,70,15,2,67,14,0,0,0,0,0,1,-9,1,1,85,0,3,3,3,2,3,6,5,7,3,7,2,6,1,6,1
"904",70,0,85,70,40,0,3,65,11,-9,-9,-9,-9,-9,2,21,1,1,85,0,1,3,3,3,1,6,5,6,1,7,6,5,1,7,1
"905",0,100,0,0,0,70,5,-9,14,0,0,0,0,0,1,15,1,2,0,100,6,2,2,2,2,4,5,3,3,5,6,6,2,3,2
"906",0,40,15,30,15,60,6,83,13,0,0,0,0,0,1,18,1,2,0,70,6,3,1,2,1,3,1,7,3,5,7,7,1,7,2
"907",100,40,100,85,85,50,1,53,9,0,0,0,0,0,2,5,1,1,70,0,99,2,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"908",70,0,85,85,50,50,4,41,9,0,0,0,0,0,2,14,-1,-1,60,60,99,2,2,2,2,2,4,6,4,4,4,4,4,4,4
"909",60,30,70,50,40,40,3,36,10,0,0,0,0,0,2,14,1,3,40,40,99,2,2,1,1,6,4,7,3,6,2,5,2,4,4
"910",50,50,70,50,50,50,3,23,9,0,0,0,0,1,2,11,-1,-1,60,50,99,2,2,1,1,5,4,6,4,6,3,6,4,4,3
"911",40,15,30,60,15,0,5,55,12,0,0,0,0,0,1,1,1,-8,40,40,6,2,2,2,1,3,6,7,2,7,6,6,2,6,4
"912",70,0,100,85,70,0,1,54,10,1,0,0,0,0,2,1,1,1,30,0,99,2,2,1,2,7,3,7,3,7,7,7,3,7,3
"913",70,0,85,70,60,15,3,47,10,0,0,0,0,0,1,19,1,1,70,15,3,2,1,2,1,7,1,7,1,6,1,6,2,6,2
"914",85,0,85,100,85,60,1,80,14,0,0,0,0,0,1,22,1,1,85,0,3,2,3,2,3,6,4,7,1,6,5,6,1,7,3
"915",85,30,85,50,70,40,6,59,9,0,0,0,0,0,2,17,1,1,85,30,4,2,2,1,2,6,5,7,4,3,4,5,1,6,5
"916",60,30,70,70,60,60,2,23,12,0,0,0,0,0,1,21,1,4,60,30,2,2,1,2,1,5,5,6,5,6,7,7,5,7,1
"917",70,85,85,100,70,70,6,63,13,0,0,0,0,0,1,28,1,2,0,100,6,2,2,1,1,3,1,7,5,6,6,7,1,7,6
"918",85,0,85,70,85,15,1,59,11,0,0,0,0,0,1,-9,-1,-1,100,15,6,1,2,1,2,3,6,2,6,6,1,6,6,1,6
"919",50,50,50,50,50,50,6,82,9,0,0,0,0,0,2,1,1,2,50,50,99,2,2,1,2,4,4,4,4,4,4,4,4,4,4
"920",0,90,15,0,0,0,5,49,13,0,0,0,0,0,1,1,1,2,30,100,4,2,2,1,2,7,4,6,5,6,2,5,3,6,4
"921",15,60,30,15,70,70,6,25,9,0,0,0,0,0,2,8,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"922",85,0,70,85,70,30,2,76,7,0,0,0,0,0,2,-9,1,-9,50,0,99,3,3,3,3,4,-9,6,5,5,4,6,2,6,6
"923",30,0,40,60,40,15,1,33,14,0,0,0,0,0,2,25,1,1,70,0,2,2,1,2,1,6,3,6,5,7,2,7,1,3,1
"924",0,60,0,0,15,70,7,81,9,0,0,0,0,0,1,11,1,2,0,60,6,2,2,1,2,4,3,4,6,4,5,6,4,2,4
"925",40,40,40,40,40,40,4,62,9,1,0,0,0,0,1,1,1,2,60,70,99,3,2,1,2,6,6,7,2,2,4,7,3,6,2
"926",40,40,65,65,-88,-88,4,77,9,0,0,0,0,0,2,1,1,2,50,60,99,2,2,2,1,4,1,7,2,4,5,7,1,6,4
"927",85,0,85,85,60,30,2,64,10,0,0,0,0,0,1,21,1,1,70,0,3,2,2,1,2,6,2,5,3,6,4,5,2,5,3
"928",15,30,30,50,0,70,6,30,13,0,0,0,0,0,2,18,1,2,30,60,5,2,1,1,1,1,1,4,2,6,4,7,5,7,3
"929",0,100,0,0,30,60,7,62,11,0,0,0,0,0,2,14,1,2,0,85,6,2,2,1,1,6,2,6,1,7,5,6,1,7,6
"930",85,50,85,100,85,70,2,38,9,0,0,0,0,0,2,13,-1,-1,60,50,99,2,2,1,2,7,7,7,7,7,7,7,7,7,7
"931",60,0,85,0,70,0,5,45,13,0,0,0,0,0,2,24,1,3,50,40,4,2,1,2,1,3,1,6,5,6,2,7,1,5,1
"932",50,50,50,50,50,50,1,76,8,0,1,0,0,0,2,2,-1,-1,50,50,99,2,2,1,2,6,2,6,6,6,6,6,6,6,6
"933",0,60,70,70,60,60,5,31,10,0,0,0,0,0,2,9,1,2,0,85,99,2,2,1,3,7,2,6,4,5,1,7,1,6,5
"934",85,15,100,85,85,0,1,42,14,0,0,0,0,0,2,2,1,1,85,0,2,1,1,2,1,3,2,6,5,4,5,6,2,6,5
"935",100,0,100,85,100,30,1,23,12,0,0,0,0,0,1,3,1,1,100,0,2,2,2,2,2,7,4,7,1,7,1,7,1,7,1
"936",60,15,85,60,60,50,3,21,10,0,0,0,0,1,1,17,0,-1,50,40,4,2,1,2,1,4,2,5,6,6,5,6,4,3,3
"937",50,0,100,85,50,50,3,44,13,0,0,0,0,0,1,15,1,1,85,15,2,1,1,2,1,7,6,6,6,6,2,4,3,5,1
"938",0,70,15,15,30,60,6,51,12,0,0,0,0,0,2,23,1,2,15,85,6,3,3,2,3,7,2,7,6,7,1,6,1,3,1
"939",85,0,85,70,85,15,3,59,13,0,0,0,0,0,2,23,1,1,70,0,2,3,1,2,1,6,4,6,3,7,2,6,3,6,1
"940",50,60,60,0,50,50,4,81,10,0,0,0,0,0,2,-9,1,2,0,60,4,1,2,2,1,6,3,7,2,6,6,6,1,6,1
"941",30,85,50,70,50,70,7,77,14,0,0,1,0,0,1,17,1,-9,60,85,5,2,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"942",70,0,95,90,60,40,2,68,10,0,0,0,0,0,2,7,1,1,70,15,4,2,2,2,1,6,4,6,4,6,7,5,2,6,4
"943",0,30,0,40,0,0,4,32,5,0,0,0,0,0,1,22,-1,-1,0,60,99,1,1,1,3,4,3,6,5,5,4,4,4,4,4
"944",85,20,85,85,85,15,1,65,9,0,0,0,0,0,1,17,1,1,85,15,2,1,2,2,1,5,4,6,2,7,5,6,4,6,3
"945",15,60,30,50,60,60,4,49,10,0,0,0,0,0,2,17,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"946",40,60,50,40,40,40,5,85,9,0,0,0,0,0,1,11,1,2,0,70,5,1,1,2,1,1,1,7,1,7,7,7,1,7,7
"947",60,0,85,60,60,40,6,56,9,0,0,0,0,1,1,16,1,-9,50,50,6,2,2,1,2,4,4,4,4,4,4,4,4,4,4
"948",85,0,100,60,60,15,1,58,14,0,0,0,0,0,1,27,1,1,70,0,2,3,3,2,1,2,3,6,1,4,5,5,2,6,3
"949",40,40,60,30,50,50,1,50,9,0,0,0,0,0,2,11,1,2,50,60,5,2,2,1,2,3,1,7,5,4,7,6,1,6,4
"950",60,0,60,50,60,15,2,37,12,0,0,0,0,0,1,19,1,1,40,15,3,2,1,2,2,2,5,7,4,6,5,5,1,6,5
"951",100,0,70,50,70,15,1,69,10,0,0,0,0,0,2,8,1,-1,85,0,2,2,2,3,2,5,4,6,1,6,2,6,1,6,2
"952",60,15,85,85,60,40,2,66,8,0,0,0,0,0,1,25,1,1,60,15,99,2,1,2,1,4,1,6,2,5,5,6,3,5,4
"953",60,15,40,50,40,40,6,53,13,0,0,0,0,0,1,28,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"954",0,85,15,30,15,60,6,46,13,0,0,0,0,0,2,21,1,2,0,100,6,3,2,3,3,7,4,7,2,5,1,6,3,6,5
"955",40,40,60,70,40,40,6,53,11,0,0,0,0,0,1,26,1,1,50,50,4,3,3,3,3,6,5,6,5,5,5,5,5,5,5
"956",0,65,10,40,40,50,4,46,13,0,0,0,0,0,2,13,1,2,0,50,4,2,1,2,1,3,2,6,3,6,5,7,2,6,3
"957",80,0,85,85,85,10,2,37,14,0,0,0,0,0,2,22,1,-1,85,15,2,2,1,2,1,2,3,6,5,6,6,5,2,4,3
"958",60,60,50,70,70,50,3,18,7,0,0,0,0,0,1,2,-1,-1,70,70,99,2,2,1,1,5,2,6,7,5,2,3,1,3,3
"959",100,0,100,100,100,0,1,67,12,1,0,0,0,0,2,8,1,1,100,0,99,2,2,1,2,6,1,7,1,6,6,7,1,7,2
"960",60,30,70,40,0,15,2,28,13,0,0,0,0,0,2,21,1,5,40,40,2,1,1,2,1,3,5,7,3,6,6,6,2,7,2
"961",0,85,0,0,15,85,7,65,9,0,0,0,0,0,2,19,1,2,0,100,6,2,1,2,1,5,3,6,6,5,5,6,3,4,5
"962",85,30,85,85,70,50,2,45,13,1,0,0,0,0,1,21,1,1,85,40,99,2,2,1,2,6,2,7,6,6,7,7,1,7,6
"963",30,60,40,40,30,60,7,18,7,0,0,0,0,0,1,28,1,9,30,65,5,2,1,2,1,6,6,6,5,5,3,3,5,4,5
"964",0,40,30,30,15,60,6,33,13,0,0,0,0,0,1,15,1,2,0,60,5,2,1,1,1,1,2,7,2,2,5,3,1,7,7
"965",85,40,85,70,70,85,6,24,10,0,0,0,0,0,1,1,1,1,85,0,5,2,1,2,2,5,4,6,4,5,4,5,2,5,5
"966",0,60,15,0,15,15,5,29,10,0,0,0,0,0,1,18,1,2,15,85,6,2,1,2,1,7,2,6,1,6,2,7,2,7,2
