"","V161086","V161087","V161092","V161093","V161095","V161096","V161158x","V161267","V161270","V161310b","V161310c","V161310d","V161310e","V161310f","V161342","V161361x","V162031x","V162034a","V162078","V162079","V162171","V162239","V162240","V162241","V162242","V162333","V162334","V162335","V162336","V162337","V162338","V162339","V162340","V162341","V162342"
"182",40,50,60,60,50,50,5,23,10,0,0,0,0,0,1,11,0,-1,50,40,5,2,2,1,2,5,5,6,7,7,6,7,5,7,5
"183",40,60,85,70,40,40,3,43,13,0,0,0,0,0,1,22,1,2,40,70,3,2,2,2,1,3,5,5,2,6,5,6,2,6,1
"184",15,40,40,40,15,40,5,58,13,0,0,0,0,0,2,27,1,2,0,30,4,2,1,2,1,4,4,6,4,4,3,6,2,6,2
"185",60,30,85,30,85,60,1,42,9,1,0,0,0,0,2,13,0,-1,85,50,99,2,2,1,2,6,1,7,6,7,7,7,3,7,5
"186",100,0,70,60,100,0,2,57,10,0,1,0,0,0,2,9,1,1,70,0,99,2,2,2,2,6,1,7,4,6,4,7,2,4,2
"187",5,0,100,100,85,60,3,30,4,0,0,0,0,1,2,5,1,1,60,85,99,2,2,1,2,7,5,7,5,6,7,7,1,7,1
"188",100,15,100,100,85,40,2,69,8,1,0,0,0,0,1,1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"189",50,100,30,40,30,100,6,87,9,0,0,0,0,0,2,1,1,2,40,100,99,2,2,1,2,5,2,6,5,5,7,7,6,5,1
"190",0,70,15,30,30,60,7,56,12,0,0,0,0,0,1,18,1,2,30,75,6,2,1,2,1,4,5,6,3,5,5,5,2,4,4
"191",0,70,100,50,0,100,6,18,9,1,0,0,0,0,1,1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"192",14,35,52,41,15,49,6,23,12,0,0,0,0,0,1,3,0,-1,15,40,6,1,2,2,2,7,6,7,2,6,2,3,5,6,3
"193",0,0,0,15,0,30,6,71,12,0,0,0,0,0,1,18,1,-1,0,15,6,1,1,2,2,6,5,6,3,5,3,5,2,6,3
"194",70,15,85,60,70,15,1,19,9,0,0,0,0,0,2,11,1,1,70,15,2,1,1,2,1,3,3,5,2,6,5,6,4,6,2
"195",30,40,15,40,70,60,3,44,9,0,0,0,0,0,1,14,0,-1,50,70,5,2,2,1,2,2,4,4,3,6,5,6,4,5,4
"196",30,0,50,30,50,50,4,21,11,0,0,0,0,0,2,3,-1,-1,40,40,4,2,2,1,2,3,2,6,4,2,2,5,5,5,5
"197",70,0,70,70,40,15,3,67,10,0,0,0,0,0,1,7,0,-1,85,0,4,2,2,1,1,6,5,5,2,2,3,4,4,5,5
"198",70,30,60,50,40,50,5,23,7,0,1,0,0,0,2,8,0,-1,60,30,99,2,2,1,2,6,2,6,7,5,5,4,6,6,4
"199",70,15,85,70,85,30,1,41,13,0,0,1,1,0,2,23,0,-1,85,30,2,2,2,1,1,7,3,6,3,7,3,7,2,6,2
"200",15,85,30,0,70,70,7,49,12,0,0,0,0,0,1,25,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"201",25,75,0,40,0,75,7,78,7,0,0,0,0,0,2,7,1,2,0,85,7,2,2,1,1,6,1,7,2,5,7,7,1,7,6
"202",0,100,0,0,0,100,7,74,13,0,0,1,0,0,2,26,-1,-1,15,100,6,2,2,2,1,6,6,7,6,7,1,7,1,7,1
"203",60,30,70,50,50,50,4,40,10,0,0,0,0,0,2,22,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"204",70,85,70,100,40,30,5,53,13,0,0,0,0,0,1,27,1,3,30,60,6,1,1,2,1,1,4,7,1,6,1,2,2,6,5
"205",0,40,0,0,15,60,6,63,12,0,0,0,0,0,1,21,1,2,0,30,7,2,2,1,1,6,3,6,1,7,1,5,3,7,3
"206",0,60,0,30,30,60,7,65,11,0,0,0,0,0,2,25,1,2,15,85,6,1,2,2,2,5,2,7,4,5,6,6,2,6,5
"207",40,40,30,50,40,60,6,64,13,0,0,0,0,0,2,15,1,2,30,70,4,1,1,1,1,6,2,7,2,7,5,5,3,6,3
"208",60,0,70,40,50,30,7,24,14,0,0,0,0,0,1,26,1,1,40,15,6,2,2,2,2,2,2,6,2,5,7,3,2,6,2
"209",70,30,85,100,70,50,3,50,9,1,0,0,0,0,1,9,1,1,100,50,5,2,2,1,2,4,1,6,4,6,6,6,1,6,1
"210",85,50,85,50,70,70,3,23,9,1,0,0,0,0,2,22,1,3,50,50,4,2,2,1,1,5,2,6,5,6,7,7,4,6,1
"211",85,0,100,85,100,0,1,25,13,0,0,0,0,0,1,11,1,-1,85,0,3,2,2,2,1,6,2,7,2,6,2,6,1,6,2
"212",0,30,30,0,15,40,5,44,13,0,0,0,0,0,2,17,1,5,0,30,4,2,1,2,1,6,1,7,4,6,4,7,4,6,1
"213",100,0,100,85,100,0,1,76,14,0,0,0,0,0,2,16,1,1,100,0,2,1,1,2,1,5,1,7,5,5,6,6,6,6,4
"214",0,0,15,0,15,60,5,68,14,0,0,0,0,0,1,25,1,5,0,0,6,2,1,2,2,5,5,7,4,7,6,2,1,6,7
"215",70,50,85,60,60,70,5,21,10,0,0,0,0,1,2,2,0,-1,85,50,4,2,2,2,2,5,6,4,3,4,4,6,2,5,3
"216",0,0,60,15,60,60,2,67,11,0,0,0,0,0,2,9,1,3,30,15,99,2,2,1,1,5,1,7,4,5,6,7,6,5,4
"217",0,85,0,15,15,85,7,68,9,0,0,0,0,0,2,20,1,2,0,85,6,2,1,1,1,5,2,6,3,3,4,6,1,4,5
"218",85,0,100,50,85,0,1,35,14,0,0,1,0,0,2,21,1,1,85,0,1,1,1,2,1,6,3,6,2,7,4,6,1,6,3
"219",15,70,40,30,30,70,6,61,10,0,0,0,0,0,1,22,1,2,30,70,99,2,2,2,2,5,3,6,2,5,5,3,5,6,2
"220",50,0,70,70,60,15,2,25,13,0,0,0,0,0,1,9,1,1,60,0,2,2,1,2,1,3,2,6,7,7,5,6,5,2,1
"221",0,85,30,30,15,15,1,67,12,0,0,0,0,0,1,14,1,2,0,85,4,2,2,2,1,5,3,6,1,5,7,5,2,6,3
"222",0,30,30,60,30,70,7,69,13,0,0,0,0,0,1,1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"223",0,30,15,15,15,60,5,68,14,0,0,0,0,0,2,23,1,2,15,60,5,2,2,1,1,1,1,6,5,6,7,7,5,7,6
"224",60,0,60,50,50,50,4,32,9,0,1,0,0,0,1,17,-1,-1,70,50,4,1,1,-8,2,4,5,5,6,6,6,6,5,5,6
"225",0,70,0,0,10,40,5,62,11,0,0,0,0,0,1,13,1,2,0,85,6,2,2,1,1,7,5,3,2,7,4,6,4,7,1
"226",30,70,30,30,35,65,7,69,14,0,0,0,0,0,2,22,1,2,30,85,6,2,1,2,1,6,1,7,2,7,1,6,1,6,4
"227",0,60,30,0,30,60,7,85,14,0,0,0,0,0,1,13,1,2,0,70,7,2,2,1,2,6,2,7,2,2,7,6,1,7,3
"228",50,50,50,50,50,50,6,88,10,0,0,0,0,0,2,1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"229",40,90,0,50,60,40,7,26,13,0,0,0,0,0,1,1,1,1,0,100,7,1,2,1,2,4,4,1,2,2,2,4,1,1,2
"230",50,60,60,50,50,50,5,38,9,0,0,0,0,0,1,9,0,-1,50,60,99,1,2,1,1,4,4,5,5,5,7,5,5,3,2
"231",70,0,70,85,60,60,4,50,13,1,0,0,0,0,2,19,1,1,60,0,5,3,3,3,3,6,1,6,4,5,5,7,1,5,2
"232",70,15,100,70,70,30,3,54,14,0,0,0,0,0,2,28,1,1,70,0,2,1,1,2,1,6,1,7,1,7,2,7,1,7,2
"233",70,30,85,40,60,60,4,68,14,0,0,0,0,0,2,17,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"234",100,0,85,100,85,0,1,-9,11,0,0,0,0,1,2,13,1,1,100,0,5,2,2,1,2,7,3,7,4,4,4,6,4,6,4
"235",0,70,0,0,15,60,7,45,14,0,0,0,0,0,1,24,1,-1,0,70,6,2,2,2,1,7,5,7,2,4,2,6,3,5,2
"236",30,40,40,30,40,40,5,60,13,0,0,0,0,0,2,22,1,1,60,30,4,1,1,2,1,7,1,6,1,6,1,7,1,6,5
"237",40,30,30,40,30,60,6,53,13,0,0,0,0,0,2,-9,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"238",0,100,0,0,0,100,7,70,10,0,0,0,0,0,2,21,1,2,0,100,99,2,2,2,2,7,5,7,3,6,6,6,3,4,4
"239",0,85,0,0,0,60,7,75,13,0,0,0,0,0,1,22,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"240",0,100,0,15,15,60,7,57,14,0,0,0,0,0,2,-9,1,2,0,100,7,2,2,1,1,6,2,7,1,6,5,6,1,7,1
"241",60,85,30,60,60,60,5,59,8,0,1,0,0,0,2,2,1,2,60,85,4,1,1,1,2,6,4,7,5,4,4,7,4,4,4
"242",70,0,85,100,100,0,1,76,10,0,0,0,0,0,2,-9,1,1,85,0,2,2,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"243",100,30,100,100,40,60,6,61,9,0,0,0,0,0,1,13,0,-1,100,0,99,2,2,1,2,4,4,5,4,4,4,4,4,4,4
"244",50,15,60,50,70,60,3,20,10,1,0,0,0,0,1,27,1,1,50,30,3,2,1,2,1,5,7,7,5,6,7,5,6,7,2
"245",0,50,30,40,30,50,5,62,9,0,0,0,0,0,-9,-9,1,2,0,70,5,2,2,1,1,4,5,6,3,6,4,6,5,5,2
"246",40,15,30,50,40,60,6,40,12,0,0,0,0,0,2,23,1,1,60,30,5,2,1,2,1,4,5,5,5,5,5,6,6,3,3
"247",100,0,100,70,100,0,1,24,13,1,0,0,0,0,1,15,1,1,100,0,1,2,2,1,2,6,5,7,2,6,4,6,1,4,1
"248",15,85,40,15,40,85,7,47,13,0,0,0,0,0,1,25,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"249",40,0,85,50,60,0,3,24,10,0,0,1,0,0,1,5,1,1,70,0,2,1,1,2,1,1,2,5,2,7,6,5,2,7,1
"250",15,50,30,0,0,0,6,61,9,0,0,0,0,0,1,25,1,2,0,85,6,2,2,1,1,2,2,6,2,5,7,6,3,6,3
"251",5,0,5,5,5,0,1,63,7,1,0,0,0,0,2,17,1,1,70,30,99,2,2,1,2,-9,1,6,6,6,6,7,2,4,-9
"252",60,15,85,70,60,50,4,32,12,0,0,1,0,0,2,21,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"253",70,40,100,85,90,70,1,51,14,0,0,0,0,0,1,21,1,1,70,30,5,2,2,1,2,6,5,6,5,5,6,6,5,6,3
"254",60,60,70,70,60,40,3,50,12,0,0,1,0,0,2,24,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"255",60,70,60,30,40,60,5,30,13,0,0,0,0,0,2,21,0,-1,40,60,5,2,2,1,1,6,3,6,3,5,2,7,3,6,3
"256",100,0,85,85,50,50,4,60,11,0,0,0,0,1,1,9,0,-1,50,50,99,2,2,2,2,7,4,7,7,5,5,7,5,7,7
"257",40,15,60,70,30,30,5,29,16,0,0,0,0,0,1,17,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"258",100,0,100,100,100,30,1,63,10,0,0,0,0,0,2,23,1,1,100,15,3,2,1,2,1,5,3,7,3,6,5,6,2,6,5
"259",70,0,70,60,40,30,3,88,95,0,1,0,0,0,1,-9,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"260",50,60,60,50,50,60,4,63,13,0,0,0,0,0,1,3,0,-1,40,70,99,2,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"261",100,0,100,85,85,0,1,25,13,0,0,0,0,0,2,14,1,1,100,0,2,1,1,2,1,6,2,5,5,7,5,6,2,6,3
"262",70,70,85,85,60,60,2,72,13,1,0,0,0,0,2,3,1,2,85,100,4,2,2,1,2,6,1,6,1,6,6,6,5,6,2
"263",40,0,60,15,50,50,3,60,14,0,0,0,0,0,2,24,1,1,50,0,2,2,1,2,2,5,4,5,5,6,5,7,3,4,4
"264",0,70,30,30,30,85,7,62,9,0,0,0,0,0,1,23,1,2,15,60,6,2,2,2,3,5,1,6,2,6,7,7,1,7,6
"265",30,50,30,50,40,60,-8,49,10,0,0,0,0,0,2,28,1,-9,40,50,6,2,2,2,1,2,1,7,2,5,6,7,1,6,6
"266",0,85,15,60,15,85,7,80,9,0,0,0,0,0,1,7,1,2,0,100,6,2,2,1,2,3,5,1,5,5,5,7,2,5,2
"267",100,0,0,85,-88,70,5,84,7,0,0,0,0,0,-9,-9,1,1,50,0,5,2,2,1,2,3,-9,6,5,6,6,6,5,6,6
"268",70,60,70,85,85,50,2,22,9,0,0,0,0,0,1,7,1,2,50,60,4,2,2,2,1,5,6,7,2,7,5,5,5,5,1
"269",60,0,100,60,85,15,4,26,12,1,0,0,0,0,2,13,1,1,85,50,99,2,2,1,2,5,4,6,2,5,6,7,1,6,1
"270",50,0,60,0,50,50,5,64,5,0,0,0,0,0,2,3,0,-1,15,15,99,2,2,2,2,3,1,7,4,5,7,7,1,6,6
"271",15,0,85,15,85,30,2,23,9,0,0,0,0,0,2,13,-1,-1,70,0,3,2,2,1,2,6,5,6,4,4,4,6,3,4,4
"272",50,100,0,60,100,50,1,38,9,0,0,0,0,0,1,17,1,2,15,100,99,2,2,1,1,6,5,6,5,6,2,6,1,5,2
"273",0,100,0,0,0,100,7,77,13,0,0,0,0,0,2,-9,1,2,0,100,6,2,2,1,1,4,1,7,4,6,7,7,1,4,3
"274",70,15,85,60,85,60,2,19,10,1,0,0,0,0,2,11,1,1,85,40,3,2,2,1,2,6,6,7,2,7,5,6,1,6,1
"275",85,0,100,85,70,15,1,90,9,0,0,0,0,0,-9,-9,1,1,85,0,2,1,1,2,1,6,1,7,6,7,2,7,1,7,3
"276",60,0,70,60,85,15,1,31,10,0,0,0,0,0,2,3,0,-1,70,0,4,2,2,2,2,6,1,6,2,5,2,7,1,6,1
"277",0,70,0,0,0,60,7,59,12,0,0,0,0,0,2,24,1,2,0,100,6,2,2,1,1,4,1,6,1,7,4,5,1,5,4
"278",50,70,50,100,40,60,6,45,7,0,1,0,0,0,1,20,-1,-1,15,85,6,1,1,2,2,6,3,7,6,6,4,6,5,5,3
"279",50,40,50,40,50,50,4,66,13,0,0,0,0,0,2,12,1,1,50,50,4,3,3,3,3,5,4,6,5,6,6,6,4,5,5
"280",0,50,15,0,30,50,7,23,10,0,0,0,0,0,1,9,1,2,15,70,6,3,2,3,3,6,1,7,1,6,5,6,2,7,2
"281",70,15,70,60,50,50,2,26,14,0,0,0,0,1,2,15,1,1,60,0,4,2,1,1,1,6,4,6,3,5,7,6,3,6,4
"282",0,85,0,0,15,85,7,59,9,0,0,0,0,0,1,17,1,2,15,85,6,1,1,2,1,2,2,6,2,5,6,4,2,6,3
"283",60,60,50,40,30,30,3,63,13,0,0,0,0,0,2,25,1,2,15,85,4,2,1,2,1,4,2,6,3,6,6,6,2,6,3
"284",60,60,40,100,60,60,2,77,6,0,0,0,0,0,1,12,1,2,30,60,4,2,2,1,2,6,3,7,1,5,7,7,1,7,2
"285",96,50,96,100,70,50,2,28,9,1,0,0,0,0,1,8,-1,-1,85,50,3,2,2,2,2,6,6,7,5,7,4,5,1,7,4
"286",15,60,0,70,30,60,7,27,13,0,0,0,0,0,1,22,0,-1,15,60,6,2,2,3,3,6,3,6,3,7,1,5,2,5,2
"287",85,0,100,100,85,30,1,-9,14,0,0,0,0,0,2,1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"288",0,40,60,50,0,40,6,20,9,0,0,0,0,0,2,17,1,2,0,100,6,2,2,2,2,7,6,7,7,6,7,7,6,7,7
"289",0,100,0,15,15,85,7,40,10,0,0,0,0,0,2,26,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"290",30,60,60,70,60,40,3,50,12,0,0,0,0,0,1,23,-1,-1,40,60,3,1,1,2,1,1,6,5,6,5,3,2,3,3,2
"291",0,0,15,0,-88,-88,3,71,9,0,0,0,0,0,2,13,1,2,0,0,99,2,2,2,3,4,4,6,2,6,1,7,1,6,1
"292",100,-88,-88,75,75,-88,1,90,4,0,0,0,0,0,2,3,-1,-1,85,50,99,2,1,1,2,5,2,7,1,2,5,6,1,6,5
"293",50,50,85,70,70,50,2,34,9,1,0,0,0,0,2,15,1,1,70,50,99,2,2,1,2,6,5,6,5,6,5,6,2,5,2
"294",85,60,85,70,60,50,1,49,9,1,0,0,0,0,2,9,0,-1,85,70,99,3,2,1,1,7,4,7,1,7,7,6,1,6,1
"295",10,30,65,50,50,20,3,27,10,0,0,0,0,0,1,7,0,-1,15,30,4,1,2,2,1,6,6,7,5,7,3,6,6,3,1
"296",0,70,0,0,15,70,7,48,11,0,0,0,0,0,1,24,0,-1,0,85,5,2,2,1,1,4,5,7,5,5,2,4,1,5,2
"297",15,15,0,15,0,50,6,49,9,0,0,0,0,0,1,12,0,-1,15,15,4,2,2,1,2,6,6,6,5,7,6,7,4,4,4
"298",60,0,100,40,50,50,2,24,9,0,0,0,0,0,1,6,1,1,70,30,3,1,1,2,1,6,2,4,4,6,6,6,5,6,5
"299",60,50,70,60,60,40,3,56,3,-8,-8,-8,-8,-8,1,19,1,1,60,50,99,2,2,1,2,2,3,3,4,4,3,4,3,4,4
"300",100,0,100,85,100,0,1,78,9,0,0,0,0,0,1,1,1,1,100,0,5,2,2,2,1,7,6,6,5,6,7,7,6,6,6
"301",15,40,50,70,30,30,4,24,10,0,0,0,0,0,1,15,1,2,15,70,5,2,1,2,1,7,2,7,1,6,7,7,2,7,3
"302",0,100,15,15,0,100,7,63,11,0,0,0,0,0,2,13,1,2,0,100,5,2,2,1,2,5,4,7,5,6,7,7,6,7,4
"303",85,0,100,100,100,0,3,71,13,0,0,0,0,0,1,14,1,1,70,0,3,2,2,1,2,6,6,7,4,7,2,7,5,6,2
"304",15,40,40,40,40,40,5,44,10,0,0,0,0,0,1,22,1,3,40,60,4,2,3,3,3,4,5,4,6,4,5,4,4,3,4
"305",50,15,100,60,50,50,4,21,9,0,0,0,0,0,2,4,-1,-1,30,0,99,2,2,1,2,4,1,7,5,7,7,7,3,7,4
"306",30,85,30,30,30,70,6,30,13,0,0,0,0,0,2,23,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"307",20,50,50,50,50,70,5,21,9,0,0,0,0,0,1,9,-1,-1,50,60,4,2,2,2,2,4,4,5,4,5,5,5,3,5,4
"308",15,85,40,60,50,50,6,29,13,0,0,0,0,0,2,11,-1,-1,40,70,4,2,2,1,2,6,2,7,2,6,6,7,1,6,4
"309",65,10,70,55,60,60,3,76,6,0,1,0,0,0,1,9,1,1,85,30,99,2,2,1,2,5,6,6,6,6,6,6,6,5,6
"310",30,70,40,15,40,60,6,42,13,0,0,0,0,0,2,19,1,2,0,85,4,3,3,1,3,6,2,7,3,4,3,7,1,6,3
"311",60,50,60,60,60,50,2,24,8,1,0,0,0,0,2,2,1,1,85,0,99,2,2,1,1,4,4,4,4,4,4,4,1,4,4
"312",15,70,50,60,40,60,4,74,10,0,0,0,0,0,1,11,-1,-1,15,60,5,2,2,2,1,6,2,6,2,5,3,6,3,6,1
"313",40,85,40,40,40,85,7,51,8,0,0,0,0,0,1,26,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"314",40,85,42,30,15,60,7,76,9,0,0,0,0,0,2,-9,1,-1,0,100,6,2,2,2,1,6,4,6,4,4,4,6,6,6,4
"315",80,20,85,80,70,50,1,25,9,1,0,0,0,0,1,11,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"316",0,85,0,15,15,85,7,60,13,0,0,0,0,0,-9,25,1,2,15,85,6,2,2,1,1,5,2,7,2,6,6,7,1,6,3
"317",60,15,70,60,70,70,6,30,14,0,0,0,0,0,2,22,1,1,60,30,4,1,2,1,2,3,5,6,5,6,6,6,2,6,6
"318",15,100,15,50,30,100,7,61,12,-9,-9,-9,-9,-9,2,8,1,2,50,100,7,2,2,1,1,7,5,7,1,5,4,7,4,7,4
"319",50,0,70,60,50,50,2,48,13,0,0,0,0,0,2,22,1,1,60,0,5,2,1,2,1,7,5,7,1,7,1,6,1,6,1
"320",85,40,50,100,70,40,3,39,9,0,0,0,0,1,1,21,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"321",70,0,60,70,60,60,3,50,13,0,0,0,0,0,2,28,1,1,70,0,2,1,1,2,1,7,5,7,4,5,2,7,1,7,1
"322",60,60,70,50,70,50,2,36,9,0,0,0,0,0,2,10,1,1,40,40,4,3,3,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"323",85,0,85,60,70,40,3,58,14,0,0,0,0,0,1,14,1,1,70,30,3,2,2,1,2,5,1,6,4,6,2,2,2,6,7
"324",40,15,70,50,60,30,3,30,14,0,0,1,0,0,1,22,1,1,60,15,3,1,1,2,1,5,6,7,3,6,4,6,2,7,3
"325",40,0,60,40,60,40,3,52,13,0,0,0,0,0,2,26,1,1,70,0,3,2,3,1,1,5,2,6,2,6,6,6,2,7,5
"326",15,15,50,60,30,70,7,54,14,0,0,0,0,0,1,24,1,3,15,60,6,2,2,2,2,3,1,7,1,6,6,6,1,7,5
"327",0,100,0,0,0,85,7,70,13,0,1,0,0,0,1,25,1,2,15,85,7,2,1,1,1,6,1,7,1,5,4,6,1,6,1
"328",0,40,40,70,60,60,5,81,12,0,0,0,0,0,2,1,1,2,15,60,6,2,1,3,3,7,5,7,2,6,3,7,1,6,2
"329",30,70,30,30,30,70,5,41,11,0,0,0,0,0,1,19,1,2,60,85,5,2,2,2,1,4,4,5,5,5,3,5,5,5,4
"330",40,0,70,50,40,30,3,23,13,1,0,0,0,0,1,3,1,1,50,15,3,1,1,2,1,5,5,6,2,6,4,5,3,6,2
"331",40,0,60,60,40,30,3,45,13,0,0,0,0,0,2,19,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"332",20,75,40,40,40,85,7,46,10,0,0,0,0,0,1,17,1,2,25,65,6,2,2,1,1,5,2,7,2,2,5,5,1,6,6
"333",85,0,85,70,85,50,1,72,11,0,0,0,0,0,2,5,1,1,85,0,99,2,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"334",85,0,100,60,100,0,1,59,9,1,0,0,0,0,2,7,1,1,85,0,6,2,3,3,3,6,6,7,7,5,2,5,4,5,5
"335",60,30,85,85,70,40,1,57,7,0,0,0,0,0,2,12,-1,-1,85,50,3,2,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
"336",50,10,80,70,50,10,2,35,12,0,0,0,0,0,1,5,1,5,40,15,2,1,2,2,1,2,6,1,2,7,4,7,6,6,3
"337",60,40,70,60,60,55,3,40,13,0,0,0,0,0,2,22,1,3,40,40,4,3,3,2,3,3,1,6,1,7,6,6,1,7,1
"338",85,0,85,50,40,15,3,55,13,0,0,0,0,0,2,27,1,1,70,0,3,1,2,2,1,7,2,7,2,6,1,7,1,6,2
"339",85,15,30,100,60,40,6,79,14,0,0,1,0,0,2,-9,-1,-1,85,30,6,2,2,1,3,6,4,7,5,6,6,7,2,7,4
"340",70,0,60,60,15,0,4,28,12,0,0,1,0,0,1,9,1,4,100,0,1,2,1,2,1,5,7,6,2,7,7,7,5,7,2
"341",70,50,85,85,70,60,3,-9,11,0,0,0,0,1,1,19,1,1,60,30,4,2,2,1,1,5,2,6,2,3,4,5,2,6,4
"342",15,0,70,50,60,40,4,56,10,1,0,0,0,0,2,20,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"343",0,15,0,10,40,50,4,35,12,0,0,0,0,0,1,7,-1,-1,0,50,99,2,1,2,1,3,5,5,6,3,6,5,5,3,3
"344",70,0,85,85,85,30,1,58,14,0,0,0,0,0,2,13,1,1,85,15,2,1,1,2,1,7,3,6,4,6,3,6,5,5,2
"345",0,100,0,0,0,100,7,60,11,0,0,0,0,0,2,6,1,2,0,100,7,2,2,1,3,7,1,7,4,7,1,7,1,7,1
"346",0,100,0,0,0,60,7,57,13,0,0,0,0,0,2,1,1,2,0,100,7,2,1,1,1,3,3,7,6,3,6,6,2,6,5
"347",60,3,-89,70,-88,-88,2,58,9,0,0,0,0,0,2,5,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"348",0,70,0,40,0,100,7,87,10,0,0,0,0,0,1,-9,1,2,30,70,6,2,2,3,1,6,4,7,4,4,4,6,2,6,4
"349",100,0,100,100,85,85,3,47,9,1,0,0,0,0,2,2,1,-1,100,2,99,2,2,1,2,5,6,3,6,5,6,5,3,6,3
"350",70,0,100,60,60,30,3,59,13,0,0,0,0,0,2,28,1,1,70,0,4,1,1,2,1,6,5,6,4,6,3,6,2,5,2
"351",70,10,72,60,50,50,2,84,12,0,0,0,0,0,1,1,0,-1,40,75,99,2,2,2,2,4,3,7,1,4,7,6,1,7,7
"352",15,30,60,60,30,30,5,50,13,0,0,0,0,0,1,23,1,2,15,30,5,2,2,1,1,6,5,7,5,7,5,6,1,4,2
"353",70,0,85,60,60,15,1,48,15,0,0,0,0,0,1,28,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"354",85,40,85,70,85,40,2,47,13,0,0,1,0,0,2,14,1,1,50,50,4,2,2,2,1,1,2,6,3,5,4,6,2,6,6
"355",30,70,30,30,30,30,7,57,13,0,0,0,0,0,2,24,1,-1,40,70,6,2,2,1,1,1,1,5,2,1,6,6,2,5,3
"356",0,30,15,40,0,85,7,24,10,0,0,0,0,0,1,28,1,2,0,40,6,2,2,2,1,5,6,6,1,6,2,3,3,7,4
"357",0,85,15,30,30,70,7,45,14,0,0,0,0,0,1,26,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"358",50,0,70,70,60,70,6,62,14,0,0,0,0,0,2,3,0,-1,70,60,4,2,2,1,2,5,3,7,5,5,7,7,1,6,3
"359",60,0,70,70,70,30,1,60,16,0,0,0,0,0,1,27,1,1,70,0,3,2,2,2,1,7,2,6,2,5,1,6,3,6,2
"360",15,70,40,15,40,85,7,66,8,0,0,0,0,0,2,15,1,2,30,60,6,2,2,2,1,5,1,6,1,5,5,5,2,6,4
"361",60,0,70,60,40,0,2,30,10,0,0,0,0,0,1,12,1,1,60,0,2,2,2,2,1,5,1,6,2,7,2,7,1,7,1
